alpha,beta,gamma,mean_latency,average_hop_count,link_churn
0.3745401188473625,0.9507143064099162,0.7319939418114051,0.0449965424393656,13.438889030445418,182169
0.5986584841970366,0.15601864044243652,0.15599452033620265,0.047975268722347,12.721582973561004,120595
0.05808361216819946,0.8661761457749352,0.6011150117432088,0.045158145677037936,14.471975669368026,200434
0.7080725777960455,0.020584494295802447,0.9699098521619943,0.048296683895860955,12.48723435567512,124506
0.8324426408004217,0.21233911067827616,0.18182496720710062,0.04807767635584074,12.76493886379736,121038
0.18340450985343382,0.3042422429595377,0.5247564316322378,0.04455532990264121,12.632519017861295,167245
0.43194501864211576,0.2912291401980419,0.6118528947223795,0.04781321796416008,12.510517937810771,123748
0.13949386065204183,0.29214464853521815,0.3663618432936917,0.04478963550062302,13.095748378186927,181853
0.45606998421703593,0.7851759613930136,0.19967378215835974,0.043502141660435936,13.649084342927313,158909
0.5142344384136116,0.5924145688620425,0.046450412719997725,0.04376274470762155,14.563549715602647,92836
0.6075448519014384,0.17052412368729153,0.06505159298527952,0.04777669377919535,13.284441466095233,112137
0.9488855372533332,0.9656320330745594,0.8083973481164611,0.04641767986128381,12.518027609081019,128487
0.3046137691733707,0.09767211400638387,0.6842330265121569,0.04810133895053829,12.496927600633942,125848
0.4401524937396013,0.12203823484477883,0.4951769101112702,0.04813212965054258,12.526119139424882,123997
0.034388521115218396,0.9093204020787821,0.2587799816000169,0.04425951707264439,15.48656390280904,189930
0.662522284353982,0.31171107608941095,0.5200680211778108,0.04801340584473791,12.55442824574562,123916
0.5467102793432796,0.18485445552552704,0.9695846277645586,0.04809635145583931,12.47854153955534,125191
0.7751328233611146,0.9394989415641891,0.8948273504276488,0.04554096064201698,12.475273143603323,132409
0.5978999788110851,0.9218742350231168,0.0884925020519195,0.042547493936757615,14.535474470950518,134579
0.1959828624191452,0.045227288910538066,0.32533033076326434,0.0481507968888996,12.516908334533985,124604
0.388677289689482,0.2713490317738959,0.8287375091519293,0.04777380993072676,12.50955256351396,124343
0.3567533266935893,0.28093450968738076,0.5426960831582485,0.04757722733272935,12.497106471454556,124310
0.14092422497476265,0.8021969807540397,0.07455064367977082,0.043156598294686654,16.73062996409766,148964
0.9868869366005173,0.7722447692966574,0.1987156815341724,0.04635853463247835,13.521711717930458,107156
0.005522117123602399,0.8154614284548342,0.7068573438476171,0.045092161204522745,14.724547151679463,205657
0.7290071680409873,0.7712703466859457,0.07404465173409036,0.04406346462435111,14.4541470372812,92884
0.3584657285442726,0.11586905952512971,0.8631034258755935,0.048093035458790206,12.502937956703159,124447
0.6232981268275579,0.3308980248526492,0.06355835028602363,0.046338527075302005,14.197282037573835,98509
0.3109823217156622,0.32518332202674705,0.7296061783380641,0.04634487092235192,12.439053647811182,131221
0.6375574713552131,0.8872127425763265,0.4722149251619493,0.04467290025298755,12.51353485216789,143681
0.1195942459383017,0.713244787222995,0.7607850486168974,0.045487085289732186,14.174651087625087,194510
0.5612771975694962,0.770967179954561,0.49379559636439074,0.0447489909118835,12.50503611776041,142944
0.5227328293819941,0.42754101835854963,0.02541912674409519,0.04519445951941725,14.85613989572895,81308
0.10789142699330445,0.03142918568673425,0.6364104112637804,0.04811166174492446,12.505601453327348,125717
0.3143559810763267,0.5085706911647028,0.907566473926093,0.04456818858658307,12.596403635603863,164646
0.24929222914887494,0.41038292303562973,0.7555511385430487,0.04453910241016417,12.61173896318547,165879
0.22879816549162246,0.07697990982879299,0.289751452913768,0.04810143842664651,12.512545387524876,123821
0.16122128725400442,0.9296976523425731,0.808120379564417,0.045485524201967276,14.16671158898534,193254
0.6334037565104235,0.8714605901877177,0.8036720768991145,0.044735928415665975,12.452749766315923,143986
0.18657005888603584,0.8925589984899778,0.5393422419156507,0.04546312246999763,14.15300646748583,190579
0.8074401551640625,0.8960912999234932,0.3180034749718639,0.04559301498547936,12.936666078306294,124534
0.11005192452767676,0.22793516254194168,0.4271077886262563,0.04477456687443943,13.061952602861531,182906
0.8180147659224931,0.8607305832563434,0.006952130531190703,0.044001120445930346,14.879647502641825,72887
0.5107473025775657,0.417411003148779,0.22210781047073025,0.04745075807175981,12.695746540525901,122397
0.1198653673336828,0.33761517140362796,0.9429097039125192,0.045300300403263126,13.62601357429239,185942
0.32320293202075523,0.5187906217433661,0.7030189588951778,0.04456234233601086,12.58913389491636,162347
0.363629602379294,0.9717820827209607,0.9624472949421112,0.04514335620283979,13.536232853580271,183022
0.25178229582536416,0.49724850589238545,0.30087830981676966,0.04459096011789931,13.05213717660834,173333
0.2848404943774676,0.036886947354532795,0.6095643339798968,0.04819656069649161,12.489955777227921,123305
0.5026790232288615,0.05147875124998935,0.27864646423661144,0.048267155619692165,12.585358845009972,123345
